data;ora;numestudent;prenumestudent;numeprofesor;prenumeprofesor;nota
'2014.30.09';'21.47.40';'Martinez';'Cecilia';'Schmitz';'Rich';'10'
'2017.07.10';'14.34.07';'Steenhodlt';'Terry';'Jacobson';'Duane';'7'
'2014.22.11';'04.22.18';'Radi';'Basil';'Smith';'Willie';'10'
'2018.27.04';'21.54.24';'Price';'Gary';'Treese';'Marty';'10'
'2014.23.08';'23.19.28';'Taliaferro';'Tracy L';'Evperprises';'Bayram';'8'
'2014.21.05';'18.34.53';'Wright';'Tom';'Vanzzini';'Daniel';'5'
'2016.18.10';'00.15.55';'Smith';'Ted';'Beaurgeard';'Edward';'6'
'2013.30.11';'12.41.25';'Briggs';'Eric';'Tuggle';'Jack';'5'
'2017.09.07';'22.12.06';'Piper';'Tammy';'Vitt';'Lance';'8'
'2014.04.04';'12.14.20';'Rudd';'John';'Wade';'Walt';'9'
'2017.12.05';'01.48.12';'Chu';'Cathy';'Shumaker';'Janet';'4'
'2017.11.07';'03.10.38';'Sheets';'Nancy';'Kniefel';'Twila';'8'
'2014.03.11';'01.11.28';'Stevens';'Tammy';'Sphaler';'Randy';'7'
'2013.03.05';'22.36.34';'Mahan';'Thomas';'Shumaker';'Janet';'9'
'2017.12.11';'08.33.01';'Weber';'Terry';'Alvarez';'Mauricio A';'5'
'2013.05.05';'14.18.03';'Tulley';'Steve';'Workman';'Bill';'6'
'2017.09.07';'19.05.40';'Lambari';'Teresa';'Terpstra';'Wayne';'10'
'2014.21.03';'12.43.49';'Linke';'Alex';'Hamilton';'David';'7'
'2018.02.02';'07.29.04';'Headland';'Tami';'Ledbetter';'Tennie';'6'
'2018.13.01';'19.12.37';'Spaulding';'John';'Nicolas';'Marie';'8'
'2015.30.04';'21.21.32';'Craig';'Tracy';'Ginsberg';'Ben';'5'
'2014.17.02';'13.23.09';'Collais';'Gary';'Tuggle';'Jack';'5'
'2018.08.03';'20.32.54';'Jackson';'Kermit';'Holcombe';'Charles';'9'
'2015.12.08';'00.56.38';'Yuan';'Jun';'Long';'Chuck';'6'
'2017.26.03';'17.28.02';'Pace';'Pamela';'Mcnaughton';'Jeffery';'8'
'2017.04.07';'11.56.01';'Tarualli';'Theresa';'Ruga';'Glenn';'8'
'2013.08.12';'11.34.53';'Tricoche';'Joel';'Hodges';'Tony';'9'
'2017.02.03';'15.57.31';'Tello';'Demetrio';'Trimble';'David';'5'
'2013.17.09';'00.46.45';'Gerhardt';'Tim';'Trotter';'Ralph';'9'
'2016.03.06';'20.00.52';'Walk';'Tim';'Vogel';'Randy';'5'
'2017.14.11';'06.30.04';'Kralovetz';'Terry';'Udovich';'Dean';'6'
'2015.13.11';'17.57.26';'Zolezzi';'Robert';'Vanderholm';'Arnold';'6'
'2018.03.02';'11.53.31';'Kreisner';'Holly A';'Herston';'Robbie';'8'
'2017.01.12';'06.51.52';'Robinette';'Terry';'Smith';'Willie';'5'
'2015.29.11';'09.10.37';'Whitt';'Fred';'Loeks';'Faye';'7'
'2014.20.12';'18.29.30';'Christensen';'Ted';'Hults';'Bob';'9'
'2017.17.10';'06.50.28';'Basquez';'Rorosbel';'Gianelli';'Richard';'7'
'2017.14.05';'14.02.02';'Russell';'Stan';'Ruark';'Keith';'8'
'2017.06.01';'18.17.41';'Wheatley';'Roger';'Moore';'Kitty';'10'
'2013.16.10';'22.37.39';'Todd';'Richard';'Gianelli';'Richard';'6'
'2015.04.06';'10.55.42';'Seelel';'Tara';'Walton';'David';'6'
'2015.28.02';'05.10.36';'Tanner';'David';'Holcombe';'Charles';'5'
'2015.19.06';'19.35.52';'Massey';'Curtis';'Mehsling';'Brad';'6'
'2016.30.12';'19.39.02';'Tupper';'Thomas J';'Ledbetter';'Tennie';'9'
'2014.01.06';'23.15.16';'Brooks';'Milton';'Thomas';'Tobby';'5'
'2018.08.03';'06.12.57';'Thomas';'T J';'Sidy';'Victor';'6'
'2016.16.01';'14.22.18';'James';'Scott';'Sims';'Michael';'6'
'2016.27.03';'10.18.06';'Limb';'Richard';'Nathan';'Larry';'6'
'2017.01.08';'16.25.33';'Morales';'Robert';'Waggoner';'Wayne DC';'7'
'2015.13.07';'04.02.21';'Beniditto';'Patsy';'Sphaler';'Randy';'6'
'2014.06.09';'19.46.41';'Moore';'Terry';'Nathan';'Larry';'7'
'2018.16.03';'22.18.52';'Wargo';'Craig';'Moore';'Kitty';'8'
'2014.30.04';'22.01.53';'Ruberto';'Mario';'Pompili';'Vince';'9'
'2015.26.06';'06.56.49';'Gulley';'Deb';'Jacobson';'Duane';'9'
'2015.10.08';'01.18.24';'Megaris';'Tasso';'Hamilton';'David';'8'
'2016.14.03';'21.45.17';'Hagan';'Jeff';'Holder';'Mary';'9'
'2015.25.11';'16.33.12';'Watson';'Tom';'Gassa';'Lewis';'5'
'2016.06.02';'15.10.04';'Taylor';'James';'Herston';'Robbie';'8'
'2017.06.08';'13.20.44';'Terpstra';'Pete';'Harrelson';'Ray';'6'
'2015.19.11';'21.16.43';'Fadel';'Gene A';'Holcombe';'Charles';'7'
'2014.28.05';'23.33.51';'Bentley';'Geneane';'Pompili';'Vince';'5'
'2016.23.07';'02.14.35';'Rutkaus';'Mike';'Usina';'Ralph';'7'
'2015.15.11';'18.01.35';'Ford';'Ross';'Brown';'Ted W OD';'9'
'2017.30.01';'14.01.01';'Banks';'Scott';'Vogel';'Randy';'4'
'2014.08.09';'04.47.41';'Sandoli';'Joseph';'Herston';'Robbie';'5'
'2016.03.10';'22.17.06';'Marsh';'Ted';'Ledbetter';'Tennie';'4'
'2016.30.09';'00.27.14';'Phillips';'Ted';'Hashimi';'Shubyer';'9'
'2017.28.04';'21.24.47';'Dianne';'Gail';'Thomas';'Tobby';'7'
'2016.24.02';'16.10.29';'Raynor';'Ronnie';'Evperprises';'Bayram';'5'
'2016.20.01';'02.46.53';'Taylor';'John';'Casby';'Maria';'7'
'2016.28.09';'02.38.11';'Sky';'Ted';'Gianelli';'Richard';'7'
'2017.03.06';'15.27.46';'Tenney';'Kathryn';'Stolmeier';'Vince';'8'
'2016.03.11';'02.53.12';'Cecek';'Jim';'Thomas';'Tobby';'7'
'2014.22.08';'08.42.18';'Mc';'Intosh William';'Byers';'Ray';'9'
'2014.10.08';'12.36.39';'Talaga';'Michael';'Sims';'Michael';'6'
'2015.21.08';'07.21.03';'Smith';'Amare';'Wade';'Walt';'7'
'2013.16.11';'11.47.32';'Miller';'Torrey';'Vogel';'Randy';'10'
'2014.23.08';'02.34.30';'Talerico';'Darla';'Waller';'Ronnie';'7'
'2017.01.04';'10.33.35';'Kelly';'Judy';'Trotter';'Ralph';'4'
'2014.05.12';'13.10.49';'Holleman';'Rob';'Siler';'Chuck';'7'
'2015.10.09';'04.53.31';'Guzman';'Miguel';'Anastas';'Vincent';'8'
'2016.06.03';'00.16.42';'Bagherian';'Mike';'Cook';'Steve';'9'
'2016.14.03';'23.57.08';'Calkins';'Deb';'Thaxton';'Paul';'9'
'2014.20.11';'10.25.59';'Karwacki';'Wanda';'Walter';'Ralph';'7'
'2018.19.01';'12.24.50';'Kindt';'Gerard';'Mcnaughton';'Jeffery';'10'
'2017.25.04';'02.41.11';'Pham';'Sung';'Cook';'Steve';'4'
'2017.20.04';'19.23.47';'Lamos';'Terry';'Salvemini';'Dominick';'6'
'2017.22.06';'21.16.17';'Pfeifer';'Sara';'Smith';'Willie';'8'
'2014.24.10';'04.00.45';'Edge';'Tammy Jo';'Kniefel';'Twila';'4'
'2014.17.10';'09.43.31';'Tharpe';'Don';'Vogl';'Frank';'6'
'2014.08.06';'06.38.55';'Tahari';'Avraham';'Hakes';'Vicki';'4'
'2016.06.01';'23.56.46';'Taylor';'Rod';'Ledbetter';'Tennie';'9'
'2013.12.10';'14.33.59';'Read';'T K';'Peterson';'Harry';'7'
'2015.04.08';'07.55.06';'Grund';'Robyn';'Adams';'Van B';'8'
'2018.01.01';'10.38.50';'Malki';'Mike';'Aanestad';'Darrell';'10'
'2018.22.01';'19.44.47';'Bruhjell';'Brian';'Kniefel';'Twila';'10'
'2013.22.07';'09.13.18';'Lakemore';'Karen';'Brown';'Ted W OD';'10'
'2018.05.03';'15.53.42';'Tanzar';'Jeffrey DC';'Vanderholm';'Arnold';'9'
'2016.16.09';'18.03.05';'Bramlett';'Ted';'Casby';'Maria';'4'
'2013.16.05';'17.01.59';'Amaral';'Elisa';'Greenwood';'Elida';'9'
'2016.14.02';'20.25.58';'Taylor';'Daniel W';'Hults';'Bob';'9'
'2015.16.09';'12.26.57';'Moss';'Herbert';'Walter';'Ralph';'8'
'2015.17.08';'08.39.55';'Martin';'Clara';'Cook';'Steve';'6'
'2015.26.11';'19.32.07';'Gaines';'Robin';'Thaxton';'Paul';'5'
'2017.25.11';'07.35.39';'Matthews';'Terry';'Olson';'Liz';'6'
'2013.21.10';'03.36.49';'Maningo';'Bonnie';'Hashimi';'Shubyer';'9'
'2018.03.03';'11.17.42';'Teel';'James H';'Nathan';'Larry';'10'
'2017.18.12';'14.00.32';'Thompson';'Charles';'Walter';'Ralph';'5'
'2013.18.06';'02.42.45';'O\'Brien';'Mark';'Ledbetter';'Tennie';'9'
'2018.03.03';'14.55.48';'Price';'Pat';'Custer';'Renee';'7'
'2017.07.01';'19.37.31';'Lawson';'Tony';'Carlson';'Jared';'7'
'2016.12.09';'19.03.22';'Godfrey';'Melvin';'Ginsberg';'Ben';'8'
'2016.07.09';'10.53.55';'Robinson';'Matt';'Vanderholm';'Arnold';'9'
'2017.11.06';'16.46.19';'Tenpenny';'Mark';'Trimble';'David';'6'
'2014.24.10';'16.40.46';'Wright';'Tammy';'Hamilton';'David';'9'
'2014.11.04';'19.39.03';'Aronoff';'Joel';'Morrow';'Duncan';'5'
'2017.05.04';'17.38.52';'Charles';'Robert';'Wakeley';'Gene';'9'
'2017.14.07';'17.25.17';'Heilman';'Theresa';'Vanderholm';'Arnold';'9'
'2015.21.06';'03.20.43';'Tran';'Mary';'Trimble';'David';'6'
'2016.17.02';'20.04.12';'Grier';'Bill';'Marcotte';'Ken';'5'
'2014.20.07';'16.15.55';'Jon';'Andrew';'Jones';'Roylyn';'9'
'2016.23.11';'02.13.58';'Rogan';'Vicky';'Morar';'Satish';'7'
'2013.08.06';'07.12.47';'Nguyen';'Thu';'Walter';'Ralph';'7'
'2015.16.08';'07.19.46';'Kunver';'Assok';'Verrier';'William';'9'
'2014.22.12';'07.26.36';'Tracy';'Dick';'Moore';'Kitty';'5'
'2015.05.03';'22.13.55';'Logue';'Don';'Mehsling';'Brad';'10'
'2016.07.09';'14.35.37';'Miille';'Joyce';'Aanestad';'Darrell';'4'
'2016.03.05';'14.42.05';'Cavnaugh';'Joan';'Jacobson';'Duane';'10'
'2014.03.12';'04.56.48';'Nordlund';'Nancy';'Smith';'Kern';'10'
'2016.20.02';'11.22.20';'Romanczuk';'Kent';'Ruark';'Keith';'9'
'2013.23.09';'08.38.39';'Johnson';'Theresa';'Walker';'Ralph';'10'
'2014.24.09';'10.56.00';'Kraemer';'Leland';'Ruark';'Keith';'7'
'2017.30.12';'13.30.36';'Gudzikowski';'Christina';'Trusty';'Arnold';'7'
'2018.14.02';'17.39.33';'Bui';'Tuynh Q';'Thaxton';'Paul';'7'
'2017.03.04';'09.23.02';'Templeton';'Dorothy';'Hawks';'Greg';'9'
'2013.18.06';'03.03.50';'Mulch';'Larry';'Byers';'Ray';'10'
'2016.09.11';'08.07.24';'Tedrick';'Ron';'Gianelli';'Richard';'8'
'2013.07.09';'03.12.18';'Bush';'Taylor';'Ledbetter';'Tennie';'5'
'2014.05.11';'20.35.50';'Fogle';'Tammy';'Trimble';'David';'9'
'2015.06.04';'06.14.33';'Mangum';'Troy';'Loeks';'Faye';'9'
'2015.24.09';'18.20.48';'Hunt';'Vicki';'Nathan';'Larry';'6'
'2013.18.12';'06.53.27';'Sciortino';'Philip';'Waggoner';'Wayne DC';'7'
'2014.19.12';'03.11.54';'Tanaka';'Darrell';'Sidy';'Victor';'5'
'2016.04.02';'04.42.34';'Taylor';'John';'Ledbetter';'Tennie';'4'
'2013.15.12';'06.50.03';'Tomlinson';'Doug';'Waller';'Ronnie';'8'
'2015.09.05';'20.26.29';'Rynoso';'Daniel';'Walter';'Ralph';'9'
'2013.14.08';'01.56.42';'Stemper';'Vitalis';'Marcotte';'Ken';'10'
'2017.17.01';'13.39.39';'Mickievicz';'Stanley';'Workman';'Bill';'6'
'2016.03.09';'17.52.48';'Rogers';'Nichole';'Moore';'Kitty';'5'
'2017.05.11';'07.27.31';'Stewart';'Terry';'Hashimi';'Shubyer';'10'
'2014.24.12';'16.09.46';'Gonzalez';'Sergio';'Harrelson';'Ray';'6'
'2015.10.04';'17.36.27';'Raens';'Patricia';'Mehsling';'Brad';'6'
'2016.29.12';'05.07.57';'Burke';'John';'Salvemini';'Dominick';'7'
'2015.07.11';'14.12.11';'Urbano';'Jr Marcos';'Warren';'Tom';'4'
'2014.03.03';'14.19.19';'Hong';'Jamie';'Mehsling';'Brad';'8'
'2014.13.07';'00.54.40';'Repasi';'Ildiko';'Loeks';'Faye';'9'
'2013.03.08';'14.20.08';'Sullivan';'Joe';'Kho';'Judy';'5'
'2017.27.09';'11.07.46';'Francis';'Jackie';'Warren';'Tom';'6'
'2013.30.12';'15.16.37';'Ramos';'Issy';'Workman';'Bill';'9'
'2018.13.02';'17.34.09';'Scogin';'Nadine';'Kempf';'Fred';'10'
'2013.23.09';'01.19.07';'Jacalne';'Jocelyn';'Sims';'Michael';'9'
'2017.23.10';'17.28.40';'Mc';'Donald Terry';'Olson';'Liz';'10'
'2013.10.09';'01.53.24';'Tracy';'Dick';'Hong';'Gil';'5'
'2015.20.06';'17.44.24';'Pollansky';'Chuck';'Verrier';'William';'10'
'2016.14.03';'18.15.27';'Bell';'Tommy';'Holder';'Mary';'8'
'2014.06.11';'07.42.43';'Mullins';'Tamatha';'Loeks';'Faye';'4'
'2013.04.11';'03.51.05';'Mc';'Coy Tim';'Warren';'Tom';'9'
'2016.13.01';'13.01.55';'Taylor';'Hershel';'Walton';'David';'9'
'2015.01.12';'22.15.44';'Taylor';'Cedric';'Brown';'Ted W OD';'8'
'2015.04.03';'16.32.07';'Bergman';'Ellen';'Vogel';'Randy';'10'
'2013.27.06';'00.32.21';'Markarian';'Tony';'Vogel';'Randy';'9'
'2015.12.05';'22.32.08';'Osoio';'Silverio';'Gianelli';'Richard';'7'
'2016.02.12';'15.30.04';'Atencio';'Joey';'Tuggle';'Jack';'9'
'2017.31.01';'07.54.18';'Garces';'Jackson';'Hamilton';'David';'4'
'2014.04.10';'08.13.34';'Borsumoglu';'Mardiros';'Aanestad';'Darrell';'6'
'2014.14.08';'05.59.25';'Talbert';'Edward';'Tucci';'Thomas';'6'
'2016.04.11';'14.50.50';'Pierce';'Teddy';'Hakes';'Vicki';'10'
'2017.01.10';'23.10.30';'Branigan';'Terry';'Turnbull';'Porter DC';'9'
'2015.01.10';'23.13.06';'Siegel';'Robert';'Ruark';'Keith';'7'
'2014.19.01';'01.22.05';'Smasal';'William';'Vanzzini';'Daniel';'6'
'2015.07.01';'15.31.54';'Nguyen';'Malissa';'Hashimi';'Shubyer';'7'
'2018.25.02';'08.41.25';'Taglien';'Dominick';'Treese';'Marty';'5'
'2014.07.06';'05.36.41';'Cohen';'Edna';'Smith';'Willie';'8'
'2013.29.12';'20.09.34';'Allgeier';'Victor';'Brown';'Ted W OD';'10'
'2016.01.06';'14.39.42';'Thomas';'Minnie';'Powell';'Sherry';'8'
'2017.21.08';'01.49.45';'Shillo';'Trudy';'Gianelli';'Richard';'8'
'2017.30.04';'16.36.28';'Norris';'Ted';'Salvemini';'Dominick';'5'
'2015.20.04';'02.20.37';'Dianne';'Gail';'Medley';'Michelle';'5'
'2017.08.01';'17.52.52';'Mickelson';'John';'Hashimi';'Shubyer';'6'
'2014.26.08';'10.54.57';'Tomasello';'Joe';'Kho';'Judy';'7'
'2015.29.07';'15.12.13';'Tashjian';'Wesley';'Tuggle';'Jack';'10'
'2014.02.01';'23.37.32';'White';'Tom';'Walter';'Ralph';'4'
'2015.09.12';'05.12.21';'Taylor';'Michael';'Mehsling';'Brad';'8'
'2017.07.10';'11.07.05';'Collins';'Terry';'Marcotte';'Ken';'6'
'2017.15.08';'18.59.22';'Kennamer';'Crystal';'Maynes';'Eric';'8'
'2016.20.07';'10.25.51';'Cantu';'Todd';'Sims';'Michael';'7'
'2018.09.02';'14.13.03';'Mohammed';'Mike';'Brown';'Ted W OD';'6'
'2015.10.12';'03.21.22';'Tacusalme';'Rabbonni DC';'Nathan';'Larry';'5'
'2014.06.03';'22.35.37';'Von';'Seggern Terry';'Kempf';'Fred';'5'
'2015.08.10';'09.51.55';'Theodore';'Thomas';'Harrelson';'Ray';'10'
'2016.21.12';'08.21.21';'Tein';'Daniel';'Trimble';'David';'6'
'2016.18.02';'22.41.15';'Taylor';'Steve';'Maynes';'Eric';'9'
'2016.09.11';'13.24.29';'Ni';'Weikang';'Hakes';'Vicki';'9'
'2017.18.11';'10.02.53';'Fortune';'Marilyn';'Missimer';'Dennis';'10'
'2015.28.02';'06.06.48';'Tanner';'Jim';'Vogl';'Frank';'8'
'2018.29.03';'04.18.29';'Tenold';'Steven R DC';'Harrelson';'Ray';'7'
'2017.31.08';'15.20.56';'Di';'Bartolo Terral';'Medley';'Michelle';'5'
'2017.18.05';'01.30.10';'Tennell';'Maurice';'Trimble';'David';'7'
'2014.31.08';'19.48.03';'Baehr';'Mike';'Hashimi';'Shubyer';'8'
'2015.20.10';'15.25.01';'Mailloux';'Carol';'Kempf';'Fred';'8'
'2016.31.08';'02.41.05';'Sloan';'Mike';'Kniefel';'Twila';'4'
'2015.08.06';'16.24.39';'Taraila';'Gregory';'Carlson';'Jared';'7'
'2018.01.01';'07.51.23';'Terwelp';'Ralph';'Keller';'Hymie';'8'
'2015.14.11';'00.54.08';'Wood';'John CPA';'Trimble';'David';'7'
'2013.26.07';'13.45.28';'Hill';'Tim';'Jones';'Roylyn';'9'
'2017.20.08';'08.26.13';'Ketteman';'Bob';'Nicolas';'Marie';'8'
'2017.24.05';'12.26.25';'Mc';'Intyre Donald';'Siler';'Chuck';'9'
'2015.16.02';'12.48.08';'Akins';'Steve';'Moore';'Kitty';'8'
'2015.28.10';'20.53.36';'Tice';'Mike';'Vanzzini';'Daniel';'9'
'2017.01.01';'13.53.45';'Ehrlich';'Linda';'Vogel';'Randy';'6'
'2016.20.01';'17.16.11';'Smith';'Ted';'Thomas';'Tobby';'6'
'2017.22.05';'13.22.10';'Trinh';'Minh';'Pompili';'Vince';'9'
'2013.11.10';'21.18.37';'Krause';'Tom';'Walter';'Ralph';'7'
'2014.05.07';'22.11.36';'Taylor';'Scott';'Herston';'Robbie';'6'
'2015.06.05';'09.20.41';'Morales';'Roberto';'Short';'John';'4'
'2018.01.04';'02.24.27';'Turner';'Ted';'Herston';'Robbie';'4'
'2013.08.09';'00.44.41';'Magsig';'Tim';'Siler';'Chuck';'4'
'2017.26.09';'03.42.31';'Westblade';'Wayne K';'Pompili';'Vince';'8'
'2015.27.09';'13.30.49';'Miller';'Paul';'Tuggle';'Jack';'10'
'2015.27.09';'03.59.48';'Hebert';'Donald';'Brown';'Ted W OD';'9'
'2015.22.12';'13.17.00';'Taylor';'Terry';'Ambagis';'William';'5'
'2016.11.01';'05.42.50';'Taylor';'Dave';'Holcombe';'Charles';'6'
'2015.21.10';'03.45.25';'Gay';'John';'Maynes';'Eric';'7'
'2014.22.10';'04.31.08';'Tamimi';'Sargina';'Terpstra';'Wayne';'7'
'2016.05.06';'03.03.31';'O\'Donahue';'Pat';'Ginsberg';'Ben';'4'
'2016.17.05';'14.40.12';'Tapp';'J Sky';'Schmitz';'Rich';'5'
'2014.30.01';'07.37.15';'Brown';'Tasha';'Jacobson';'Duane';'6'
'2015.07.03';'09.41.31';'Ahearn';'John A';'Holder';'Mary';'9'
'2016.27.01';'02.33.31';'Taylor';'Dave';'Moore';'Kitty';'7'
'2014.03.01';'03.07.16';'Lombard';'Thomas';'Tuggle';'Jack';'6'
'2016.06.04';'16.33.15';'Magoon';'Warren';'Trimble';'David';'6'
'2015.27.06';'00.58.38';'Tetta';'Fred';'Dave';'Steven';'6'
'2016.04.05';'01.28.41';'Teague';'Ewell';'Hodges';'Tony';'8'
'2013.18.05';'08.51.18';'Thompson';'William';'Cook';'Steve';'6'
'2018.30.04';'22.55.15';'Le';'Blanc Tex';'Sims';'Michael';'5'
'2016.24.06';'12.15.03';'Vorves';'Nick';'Hamilton';'David';'7'
'2015.04.03';'19.38.31';'DE';'Roso Phyllis';'Warren';'Tom';'6'
'2013.08.07';'08.04.39';'Tesone';'Tim';'Mcnaughton';'Jeffery';'7'
'2014.10.03';'14.36.04';'Howard';'Vicki';'Nicolas';'Marie';'9'
'2016.29.02';'09.16.51';'Tarman';'Thomas A';'Adams';'Van B';'4'
'2017.14.10';'06.08.10';'Dominguez';'Glenn';'Trotter';'Ralph';'4'
'2013.29.07';'11.32.27';'George';'Tim';'Verrier';'William';'9'
'2013.21.05';'05.56.55';'Vickers';'Diven';'Hong';'Gil';'5'
'2013.27.05';'00.28.43';'Bogdanski';'Tom A';'Gassa';'Lewis';'6'
'2015.09.10';'12.49.02';'Mena';'L CPA';'Keller';'Hymie';'10'
'2017.18.11';'10.36.04';'Faircloth';'Terry';'Wakeley';'Gene';'10'
'2015.08.01';'20.27.52';'Moon';'Carol';'Porter';'Robert';'5'
'2016.13.07';'21.46.43';'Cohen';'Edna';'Kempf';'Fred';'4'
'2014.25.03';'14.51.48';'Forrest';'Shirley I';'Byers';'Ray';'9'
'2016.05.08';'23.00.08';'Sanders';'II Jackie L';'Waggoner';'Wayne DC';'4'
'2017.28.04';'05.21.04';'Mathis';'Sheryl';'Gassa';'Lewis';'8'
'2017.19.06';'18.13.31';'Gallegos';'Dennis';'Santos';'Eldis';'6'
'2015.24.06';'16.37.20';'Kellis';'Zina';'Aanestad';'Darrell';'8'
'2016.02.02';'06.48.56';'Diab';'Ibrahim';'Walter';'Ralph';'7'
'2017.10.06';'16.56.24';'Tenold';'Steven R DC';'Thomas';'Tobby';'7'
'2015.17.04';'05.02.37';'Sisler';'Gary';'Vogl';'Frank';'9'
'2015.08.12';'14.19.26';'Taylor';'Joseph L';'Singh';'Anardeep';'10'
'2016.28.05';'02.13.05';'Lowry';'T Patrick DC';'Thaxton';'Paul';'7'
'2017.24.11';'01.18.37';'Werner';'Terry';'Hodges';'Tony';'5'
'2014.09.10';'06.19.17';'Botzler';'Paul';'Wade';'Walt';'8'
'2017.04.09';'07.32.04';'Raymond';'John';'Vanzzini';'Daniel';'8'
'2016.30.05';'11.19.13';'Peterson';'Todd';'Pinkston';'Lisa';'8'
'2017.14.09';'17.30.18';'Seyfer';'Margie';'Turnbull';'Porter DC';'10'
'2017.12.02';'22.12.14';'Kamzan';'Marni';'Hodges';'Tony';'7'
'2013.25.10';'21.20.12';'Tran';'Joanna';'Turnbull';'Porter DC';'5'
'2013.17.09';'19.10.20';'Johnson';'Truman';'Terpstra';'Wayne';'6'
'2015.02.03';'21.42.19';'Strunk';'Keith';'Treese';'Marty';'6'
'2014.11.10';'22.32.23';'Drake';'Mark';'Keller';'Hymie';'10'
'2017.30.06';'04.36.37';'Parker';'Irene';'Wakeley';'Gene';'10'
'2016.10.03';'11.28.37';'Davis';'Susan';'Wakeley';'Gene';'10'
'2013.13.05';'11.03.03';'Thornton';'Robert';'Vanzzini';'Daniel';'9'
'2014.16.03';'08.19.07';'Tabberer';'Malcolm';'Adams';'Van B';'7'
'2017.28.11';'21.03.14';'Fields';'Terry';'Hawks';'Greg';'10'
'2017.27.03';'15.56.12';'Temple';'Dana';'Sims';'Michael';'6'
'2017.06.05';'13.29.50';'Alonso';'Jose';'Ginsberg';'Ben';'6'
'2015.25.02';'23.03.14';'Read';'T K';'Ledbetter';'Tennie';'7'
'2015.22.09';'23.15.12';'Breaux';'Dody';'Anastas';'Vincent';'5'
'2013.23.05';'13.27.39';'Wilson';'Terry';'Schmitz';'Rich';'5'
'2014.08.07';'14.59.26';'Mollan';'Robin';'Thomas';'Tobby';'10'
'2016.30.03';'04.20.01';'Lunschen';'Thomas';'Verrier';'William';'4'
'2017.21.07';'07.04.42';'Harris';'Terry';'Hults';'Bob';'4'
'2014.27.08';'15.36.25';'Alsbrooks';'Jolene';'Adams';'Van B';'5'
'2014.17.09';'18.46.21';'Cruse';'Mike';'Porter';'Robert';'6'
'2014.18.10';'01.39.03';'Sucharski';'Tamey';'Alvarez';'Mauricio A';'8'
'2018.10.04';'15.48.06';'Brown';'Jeff';'Udovich';'Dean';'8'
'2018.06.01';'06.36.32';'Walk';'Tim';'Adams';'Van B';'9'
'2014.02.08';'13.39.21';'Hammerly';'Don';'Ruga';'Glenn';'9'
'2014.07.05';'05.01.11';'Lown';'Ashley';'Vitt';'Lance';'7'
'2013.01.10';'18.53.21';'Sisler';'Gary';'Tucci';'Thomas';'9'
'2016.16.10';'06.40.51';'Brown';'Charmain';'Vogl';'Frank';'8'
'2014.11.05';'10.09.42';'Frazier';'Hideki';'Hawks';'Greg';'7'
'2015.16.04';'13.20.56';'Tapia';'Aban';'Nicolas';'Marie';'10'
'2017.14.06';'23.16.05';'Tentinger';'A J';'Hong';'Gil';'4'
'2017.10.12';'11.54.55';'Kennedy';'Penny';'Cook';'Steve';'10'
'2017.03.04';'08.56.52';'Templeton';'Hayden';'Dave';'Steven';'5'
'2017.30.01';'11.01.36';'Alston';'Thomas';'Trotter';'Ralph';'4'
'2014.12.03';'12.51.54';'Roth';'Joe';'Adams';'Van B';'5'
'2017.09.01';'14.37.56';'Gornichec';'Jim';'Hamilton';'David';'6'
'2018.05.01';'13.21.58';'Burns';'Charles DVM';'Jacobson';'Duane';'9'
'2013.03.11';'10.03.34';'Woolfolk';'Lance';'Kho';'Judy';'8'
'2017.26.09';'17.02.21';'Skowronski';'Francis E';'Nathan';'Larry';'9'
'2014.28.09';'21.52.39';'Taylat';'Kevin';'Dave';'Steven';'6'
'2016.16.02';'14.46.04';'Taylor';'Walt';'Kempf';'Fred';'9'
'2017.27.09';'14.23.08';'Defibaugh';'Terry';'Treese';'Marty';'5'
'2014.31.08';'16.00.46';'Ekman';'David';'Long';'Chuck';'10'
'2015.29.01';'11.04.37';'Jensen';'Vicki';'Sims';'Michael';'6'
'2015.30.11';'18.40.54';'Sciortino';'Philip';'Gianelli';'Richard';'9'
'2015.22.03';'04.50.53';'Tenca';'Frederick';'Short';'John';'5'
'2015.14.12';'09.11.04';'Tang';'Kai';'Ruark';'Keith';'7'
'2015.24.09';'21.11.21';'Tatum';'Alen';'Thaxton';'Paul';'9'
'2014.14.07';'17.54.04';'Lee';'Joeseph';'Hong';'Gil';'4'
'2015.19.04';'14.30.57';'Lim';'Bobby';'Greenwood';'Elida';'10'
'2016.24.09';'13.25.19';'Lyne';'Ted';'Trusty';'Arnold';'8'
'2013.02.11';'10.21.14';'Tran';'Henry';'Olson';'Liz';'5'
'2013.29.06';'00.34.56';'Collier';'Terry';'Hults';'Bob';'5'
'2014.30.09';'16.43.04';'Presley';'Jim';'Udovich';'Dean';'4'
'2014.14.11';'19.54.45';'Rose';'Sid';'Herston';'Robbie';'8'
'2017.07.09';'03.21.26';'Smith';'Nona';'Moore';'Kitty';'5'
'2015.18.10';'13.46.13';'Nestor';'Stephen';'Porter';'Robert';'10'
'2016.13.10';'01.48.50';'Lee';'Eun';'Morrow';'Duncan';'10'
'2015.15.08';'22.38.49';'Krystallis';'Greg';'Vanderholm';'Arnold';'9'
'2013.30.06';'18.07.46';'Cline';'Todd';'Aanestad';'Darrell';'5'
